001144+010102,2.935905,1.017489,0.794,-99.,-99.00,-99.00,-99.,21.81,-99.00,BOSS,GG,Y,C,,,SuGOHI8, 
001227+002716,3.114000,0.454500,-99.,-99.,0.74,-99.00,-99.,20.63,23.32,Cam,GG,V,C,,,SuGOHI5, 
001309+004003,3.290150,0.667590,0.743,-99.,0.69,-99.00,-99.,-99.,-99.00,PDR2,GG,CNN,B,,,SuGOHI10 DES, 
001313+002759,3.306680,0.466650,0.542,-99.,-99.00,-99.00,-99.,20.31,-99.00,PDR2 HSC,CNN,CNNG,B,,,SuGOHI10 HOLISMOKES8 HOLISMOKES13, 
001317+020931,3.324348,2.158807,0.543,-99.,-99.00,-99.00,-99.,20.50,-99.00,BOSS,GG,Y,C,,,SuGOHI8, 
001424+004145,3.601166,0.695906,0.570,-99.,-99.00,-99.00,-99.,21.20,-99.00,BOSS HSC,CNN,YG,B,,,SuGOHI8 DES HOLISMOKES8 HOLISMOKES6+13, 
001454-005708,3.725400,-0.952300,0.535,-99.,0.55,-99.00,-99.,-99.,-99.00,W,CG,V,B,,,SuGOHI5, 
001508+014516,3.786619,1.754679,-99.,-99.,-99.00,-99.00,-99.,-99.,-99.00,DR4,GQ,CHITAH,A,,,SuGOHI9, 
001903+022348,4.765200,2.396700,0.267,-99.,0.24,-99.00,-99.,-99.,-99.00,RW,CG,V,C,,,SuGOHI5, 
002016+000445,5.067100,0.079400,0.212,-99.,0.23,-99.00,-99.,-99.,-99.00,RW,CG,V,C,,,SuGOHI5, 
002037+002058,5.157520,0.349658,0.329,-99.,-99.00,-99.00,-99.,19.93,-99.00,BOSS,GG,Y,C,,,SuGOHI8, 
002455+001909,6.230500,0.319200,0.451,-99.,0.41,-99.00,-99.,-99.,-99.00,RW,CG,V,C,,,SuGOHI5, 
002500-002721,6.253408,-0.456018,-99.,-99.,-99.00,-99.00,-99.,-99.,-99.00,DR4,GQ,CHITAH,A,,,SuGOHI9, 
002624+041825,6.603926,4.307070,0.717,-99.,-99.00,-99.00,-99.,21.38,-99.00,BOSS,GG,Y,C,,,SuGOHI8, 
002652+030356,6.717077,3.065561,0.647,-99.,-99.00,-99.00,-99.,21.21,-99.00,BOSS,GG,Y,C,,,SuGOHI8, 
003002-001028,7.510500,-0.174500,-99.,-99.,0.34,-99.00,-99.,-99.,-99.00,W,CG,V,C,,,SuGOHI5, 
003150-004049,7.960100,-0.680400,0.476,-99.,0.49,-99.00,-99.,-99.,-99.00,W,CG,V,C,,,SuGOHI5, 
003217+010037,8.073100,1.010500,0.390,-99.,0.37,-99.00,-99.,-99.,-99.00,RW,CG,V,A,,,SuGOHI5, 
003254+004839,8.225708,0.810861,0.657,-99.,-99.00,-99.00,-99.,21.29,-99.00,BOSS,GG,Y,C,,,SuGOHI8, 
003341+024216,8.421400,2.704600,-99.,-99.,0.53,-99.00,-99.,-99.,-99.00,R,CG,V,C,,,SuGOHI5, 
003428+022522,8.617300,2.422900,-99.,-99.,0.32,-99.00,-99.,-99.,-99.00,RW,CG,V,A,,,SuGOHI5 RCS2, 
003554+002122,8.976100,0.356100,0.254,-99.,0.25,-99.00,-99.,-99.,-99.00,RW,CG,V,C,,,SuGOHI5, 
003632+014916,9.136331,1.821272,0.648,-99.,-99.00,-99.00,-99.,21.36,-99.00,BOSS,GG,Y,C,,,SuGOHI8, 
003650+005316,9.211197,0.887990,0.603,-99.,-99.00,-99.00,-99.,21.69,-99.00,BOSS,GG,Y,C,,,SuGOHI8, 
003833+015214,9.639458,1.870639,-99.,1.790,-99.00,-99.00,-99.,-99.,-99.00,QSO,GQ,S,B,,,,found by Issha Kayo 
004738+032232,11.912319,3.375557,-99.,-99.,-99.00,-99.00,-99.,-99.,-99.00,DR4,GQ,CHITAH,A,,,SuGOHI9, 
005356+015546,13.484841,1.929614,0.689,-99.,-99.00,-99.00,-99.,21.25,-99.00,BOSS,GG,Y,C,,,SuGOHI8, 
005453+022522,13.721449,2.423029,0.505,-99.,-99.00,-99.00,-99.,21.18,-99.00,BOSS,GG,Y,C,,,SuGOHI8, 
005630-001123,14.127915,-0.189987,0.681,-99.,-99.00,-99.00,-99.,21.41,-99.00,BOSS,GG,Y,C,,,SuGOHI8, 
005937+010731,14.906632,1.125495,0.658,-99.,-99.00,-99.00,-99.,21.06,-99.00,BOSS,GG,Y,C,,,SuGOHI8, 
010021-004349,15.089921,-0.730342,0.555,-99.,-99.00,-99.00,-99.,20.69,-99.00,BOSS,GG,Y,C,,,SuGOHI8, 
010109-013006,15.290820,-1.501892,-99.,-99.,-99.00,-99.00,-99.,-99.,-99.00,DR4,GQ,CHITAH,A,,,SuGOHI9, 
010201+025404,15.506659,2.901355,0.558,-99.,-99.00,-99.00,-99.,21.40,-99.00,BOSS,GG,Y,C,,,SuGOHI8, 
010220-003332,15.584540,-0.558890,-99.,-99.,-99.00,-99.00,-99.,-99.,-99.00,PDR2,GG,CNN,C,,,SuGOHI10, 
010315+000456,15.816300,0.082200,0.266,-99.,0.29,0.45,-99.,18.14,21.32,W,CG,V,C,,,SuGOHI5 DECaLS, 
010434+035410,16.145235,3.902951,0.544,-99.,-99.00,-99.00,-99.,21.75,-99.00,BOSS,GG,Y,C,,,SuGOHI8, 
010455+000336,16.230700,0.060100,0.272,-99.,0.29,0.44,-99.,16.93,19.06,RW,CG,V,C,,,SuGOHI5, 
010516+012621,16.317000,1.439200,0.265,-99.,0.24,1.00,-99.,17.11,19.02,W,CG,V,C,,,SuGOHI5, 
010615+014436,16.563791,1.743395,0.630,-99.,0.64,-99.00,-99.,19.77,-99.00,HSC,GG,,B,,,HOLISMOKES8, 
010622-004910,16.595440,-0.819700,-99.,-99.,-99.00,-99.00,-99.,-99.,-99.00,PDR2,GG,CNN,C,,,SuGOHI10, 
010636-010009,16.652192,-1.002579,0.506,-99.,0.47,-99.00,-99.,19.46,-99.00,HSC,GG,,B,,,HOLISMOKES8, 
010705+020852,16.773460,2.147930,0.637,-99.,-99.00,-99.00,-99.,20.41,-99.00,PDR2 HSC,CNN,CNNG,B,,,SuGOHI10 HOLISMOKES8 HOLISMOKES6+13, 
010709+011729,16.787600,1.291400,0.422,-99.,0.44,3.80,-99.,18.18,25.84,W,CG,V,B,,,SuGOHI5 DECaLS, 
010709-001904,16.788545,-0.317902,-99.,-99.,0.72,-99.00,-99.,20.69,-99.00,HSC,GG,,B,,,HOLISMOKES8, 
010730+000920,16.877870,0.155710,0.297,-99.,0.30,-99.00,-99.,17.73,-99.00,PDR2 HSC,GG,CNN,B,,,SuGOHI10 HOLISMOKES8, 
010746+011319,16.943170,1.222100,-99.,-99.,-99.00,-99.00,-99.,18.83,-99.00,PDR2 HSC,GG,CNN,B,,,SuGOHI10 HOLISMOKES8, 
010752+021847,16.968100,2.313200,-99.,-99.,0.61,1.21,-99.,18.87,25.23,Serend,GG,V,C,,,SuGOHI5, 
010757+012833,16.990124,1.475834,-99.,-99.,0.38,-99.00,-99.,19.17,-99.00,HSC,GG,,B,,,HOLISMOKES8, 
010844+012306,17.187080,1.385180,-99.,-99.,-99.00,-99.00,-99.,-99.,-99.00,PDR2,GG,CNN,C,,,SuGOHI10, 
010919+015330,17.329300,1.891700,0.250,-99.,0.25,1.30,-99.,17.08,26.42,W,CG,V,C,,,SuGOHI5, 
011015+000141,17.562752,0.028294,-99.,-99.,0.31,-99.00,-99.,18.59,-99.00,HSC,CNN,G,B,,,HOLISMOKES8 HOLISMOKES6+13, 
011138+014104,17.909870,1.684520,-99.,-99.,-99.00,-99.00,-99.,-99.,-99.00,PDR2,GG,CNN,C,,,SuGOHI10, 
011148-000105,17.953400,-0.018000,0.254,-99.,0.26,-99.00,-99.,16.80,-99.00,RW,CG,V,C,,,SuGOHI5, 
011219-001539,18.079510,-0.260940,0.541,-99.,-99.00,-99.00,-99.,-99.,-99.00,PDR2,GG,CNN,B,,,SuGOHI10, 
011225-002247,18.107300,-0.379700,0.466,-99.,0.50,0.65,-99.,19.65,20.66,Serend PDR2 HSC,CG,VCN,B,,,SuGOHI5 SuGOHI10 HOLISMOKES8, 
011228+011655,18.116810,1.281980,0.472,-99.,0.47,-99.00,-99.,-99.,-99.00,PDR2,CNN,CNNG,B,,,SuGOHI10 HOLISMOKES6+13, 
011247+005254,18.197500,0.881800,0.367,-99.,0.37,0.55,-99.,18.67,27.88,W,CG,V,C,,,SuGOHI5, 
011259+004719,18.249600,0.788600,-99.,-99.,0.34,-99.00,-99.,18.50,-99.00,R,CG,V,C,,,SuGOHI5, 
011304+004955,18.267904,0.832131,0.628,-99.,0.60,-99.00,-99.,19.03,-99.00,HSC,GG,,B,,,HOLISMOKES8, 
011428+025325,18.620700,2.890300,-99.,-99.,0.37,-99.00,-99.,-99.,-99.00,RW,CG,V,C,,,SuGOHI5, 
011454+004346,18.728970,0.729700,-99.,-99.,-99.00,-99.00,-99.,-99.,-99.00,PDR2,GG,CNN,C,,,SuGOHI10, 
011503+003849,18.763750,0.647110,-99.,-99.,-99.00,-99.00,-99.,-99.,-99.00,PDR2,GG,CNN,C,,,SuGOHI10, 
011507+012516,18.782020,1.421120,-99.,-99.,-99.00,-99.00,-99.,-99.,-99.00,PDR2,GG,CNN,C,,,SuGOHI10, 
011600+022831,19.001101,2.475363,-99.,-99.,0.82,-99.00,-99.,20.70,-99.00,HSC,GG,,B,,,HOLISMOKES8, 
011648-003102,19.203875,-0.517250,-99.,-99.,0.62,-99.00,-99.,19.34,-99.00,HSC,GG,,B,,,HOLISMOKES8, 
011659+021218,19.249820,2.205040,-99.,-99.,-99.00,-99.00,-99.,-99.,-99.00,PDR2,GG,CNN,C,,,SuGOHI10, 
011718+021211,19.327240,2.203070,-99.,-99.,-99.00,-99.00,-99.,-99.,-99.00,PDR2,GG,CNN,C,,,SuGOHI10, 
011721+001258,19.340390,0.216160,-99.,-99.,-99.00,-99.00,-99.,-99.,-99.00,PDR2,GG,CNN,C,,,SuGOHI10, 
011728+012011,19.368980,1.336540,-99.,-99.,-99.00,-99.00,-99.,-99.,-99.00,PDR2,GG,CNN,C,,,SuGOHI10, 
011730+020737,19.378970,2.127150,-99.,-99.,-99.00,-99.00,-99.,-99.,-99.00,PDR2,GG,CNN,C,,,SuGOHI10, 
011755+005640,19.481317,0.944474,-99.,-99.,-99.00,-99.00,-99.,-99.,-99.00,DR4,GQ,CHITAH,A,,,SuGOHI9, 
011823+021637,19.598350,2.277110,-99.,-99.,-99.00,-99.00,-99.,-99.,-99.00,PDR2,GG,CNN,C,,,SuGOHI10, 
011837+015052,19.655900,1.847790,-99.,-99.,-99.00,-99.00,-99.,20.38,-99.00,PDR2 HSC,GG,CNN,B,,,SuGOHI10 HOLISMOKES8, 
011841+011854,19.672650,1.315210,-99.,-99.,-99.00,-99.00,-99.,-99.,-99.00,PDR2,GG,CNN,C,,,SuGOHI10, 
011926+011404,19.862400,1.234700,0.613,-99.,0.66,1.34,-99.,19.01,22.57,Serend,CG,V,C,,,SuGOHI5, 
012008+004737,20.035280,0.793640,-99.,-99.,0.36,-99.00,-99.,-99.,-99.00,PDR2,GG,CNN,C,,,SuGOHI10, 
012015+001216,20.063650,0.204520,-99.,-99.,-99.00,-99.00,-99.,-99.,-99.00,PDR2,GG,CNN,C,,,SuGOHI10, 
012018+001125,20.075568,0.190486,0.599,-99.,-99.00,-99.00,-99.,21.59,-99.00,BOSS PDR2 HSC,CNN,YCNG,A,,,SuGOHI8 SuGOHI10 HOLISMOKES8 HOLISMOKES13, 
012105-002251,20.272633,-0.381048,-99.,-99.,0.39,-99.00,-99.,19.24,-99.00,HSC,GG,,B,,,HOLISMOKES8, 
012116+004647,20.320310,0.779910,-99.,-99.,-99.00,-99.00,-99.,-99.,-99.00,PDR2,GG,CNN,C,,,SuGOHI10, 
012151-004750,20.464170,-0.797460,-99.,-99.,-99.00,-99.00,-99.,-99.,-99.00,PDR2,GG,CNN,C,,,SuGOHI10, 
012154-004940,20.475020,-0.827900,-99.,-99.,-99.00,-99.00,-99.,-99.,-99.00,PDR2,GG,CNN,C,,,SuGOHI10, 
012204-002222,20.519150,-0.372820,1.036,-99.,0.85,-99.00,-99.,-99.,-99.00,PDR2,GG,CNN,B,,,SuGOHI10, 
012243+003736,20.682424,0.626798,-99.,-99.,-99.00,-99.00,-99.,-99.,-99.00,DR4,GQ,CHITAH,A,,,SuGOHI9, 
012308+011027,20.785009,1.174341,0.654,-99.,-99.00,-99.00,-99.,21.41,-99.00,BOSS,GG,Y,C,,,SuGOHI8, 
012326-001907,20.859430,-0.318620,-99.,-99.,-99.00,-99.00,-99.,-99.,-99.00,PDR2,GG,CNN,C,,,SuGOHI10, 
012402-004559,21.010600,-0.766480,0.537,-99.,0.54,-99.00,-99.,19.36,-99.00,PDR2 HSC,GG,CNN,B,,,SuGOHI10 HOLISMOKES8, 
012411+025155,21.047750,2.865387,0.508,-99.,-99.00,-99.00,-99.,21.09,-99.00,BOSS,GG,Y,C,,,SuGOHI8, 
012558+001713,21.493877,0.287130,-99.,-99.,0.41,-99.00,-99.,19.15,-99.00,HSC,GG,,B,,,HOLISMOKES8, 
012606+023500,21.528600,2.583300,0.352,-99.,0.36,-99.00,-99.,-99.,-99.00,R,CG,V,C,,,SuGOHI5, 
012624-003820,21.602102,-0.639158,-99.,-99.,0.53,-99.00,-99.,19.97,-99.00,HSC,GG,,B,,,HOLISMOKES8, 
012645+013651,21.688665,1.614272,-99.,-99.,-99.00,-99.00,-99.,-99.,-99.00,DR4,GQ,CHITAH,A,,,SuGOHI9, 
012723+011809,21.847400,1.302600,-99.,-99.,0.96,-99.00,-99.,-99.,-99.00,W,CG,V,C,,,SuGOHI5, 
012809-003212,22.037710,-0.536870,-99.,-99.,-99.00,-99.00,-99.,-99.,-99.00,PDR2,GG,CNN,C,,,SuGOHI10, 
012923+002326,22.348630,0.390730,-99.,-99.,-99.00,-99.00,-99.,-99.,-99.00,PDR2,GG,CNN,C,,,SuGOHI10, 
012954+003801,22.475833,0.633633,-99.,-99.,0.67,-99.00,-99.,20.27,-99.00,HSC,CNN,G,A,,,HOLISMOKES8 HOLISMOKES13,ODlit+ODz 
013015+001059,22.562941,0.183304,-99.,-99.,-99.00,-99.00,-99.,-99.,-99.00,DR4,GQ,CHITAH,A,,,SuGOHI9, 
013034+012036,22.642658,1.343466,-99.,-99.,-99.00,-99.00,-99.,-99.,-99.00,DR4,GQ,CHITAH,A,,,SuGOHI9, 
013247+011545,23.196500,1.262700,0.126,-99.,0.12,-99.00,-99.,-99.,-99.00,RW,CG,V,C,,,SuGOHI5, 
013539+025615,23.914637,2.937621,0.577,-99.,-99.00,-99.00,-99.,21.08,-99.00,BOSS,GG,Y,C,,,SuGOHI8, 
013827+031518,24.613569,3.255110,-99.,-99.,-99.00,-99.00,-99.,-99.,-99.00,DR4,GQ,CHITAH,A,,,SuGOHI9, 
014101+032742,25.257312,3.461672,0.522,-99.,-99.00,-99.00,-99.,20.91,-99.00,BOSS,GG,Y,C,,,SuGOHI8, 
014152+003956,25.468628,0.665588,-99.,-99.,-99.00,-99.00,-99.,-99.,-99.00,DR4,GQ,CHITAH,A,,,SuGOHI9, 
014404-000746,26.016763,-0.129585,0.563,-99.,-99.00,-99.00,-99.,21.16,-99.00,BOSS,GG,Y,A,,,SuGOHI8 DES, 
015035-001856,27.647481,-0.315818,-99.,-99.,-99.00,-99.00,-99.,-99.,-99.00,DR4,GQ,CHITAH,C,,,SuGOHI9, 
015043+022239,27.681565,2.377538,-99.,-99.,-99.00,-99.00,-99.,-99.,-99.00,DR4,GQ,CHITAH,C,,,SuGOHI9, 
015233-045235,28.138460,-4.876620,-99.,-99.,-99.00,-99.00,-99.,-99.,-99.00,PDR2,GG,CNN,C,,,SuGOHI10, 
015253-050006,28.222366,-5.001930,-99.,-99.,0.83,-99.00,-99.,22.50,-99.00,HSC,GG,,B,,,HOLISMOKES8, 
015310-042315,28.294120,-4.387660,0.306,-99.,-99.00,-99.00,-99.,18.19,-99.00,PDR2 HSC,GG,CNN,A,,,SuGOHI10 HOLISMOKES8, 
015310-051331,28.293900,-5.225400,-99.,-99.,0.39,1.23,-99.,19.65,23.83,W,CG,V,C,,,SuGOHI5, 
015347-042419,28.449350,-4.405541,0.687,-99.,0.72,-99.00,-99.,19.45,-99.00,HSC,GG,,B,,,HOLISMOKES8, 
015424-003939,28.603200,-0.661000,-99.,-99.,0.18,-99.00,-99.,-99.,-99.00,Serend,GG,V,B,,,SuGOHI5, 
015441-054407,28.671423,-5.735539,-99.,-99.,0.33,-99.00,-99.,18.44,-99.00,Mizuki,GG,V,C,,,SuGOHI6, 
015453-050020,28.724910,-5.005690,0.410,-99.,-99.00,-99.00,-99.,18.81,-99.00,PDR2 HSC,CNN,CNNG,B,,,SuGOHI10 HOLISMOKES8 HOLISMOKES6+13, 
015507-052059,28.780670,-5.349810,-99.,-99.,-99.00,-99.00,-99.,-99.,-99.00,PDR2,GG,CNN,C,,,SuGOHI10, 
015521-022804,28.837536,-2.467801,0.483,-99.,0.49,-99.00,-99.,19.38,-99.00,HSC,GG,,B,,,HOLISMOKES8, 
015522-051400,28.844000,-5.233540,-99.,-99.,-99.00,-99.00,-99.,-99.,-99.00,PDR2,GG,CNN,C,,,SuGOHI10, 
015529-015911,28.874310,-1.986670,0.737,-99.,0.72,-99.00,-99.,19.76,-99.00,PDR2 HSC,CNN,CNNG,B,,,SuGOHI10 HOLISMOKES8 HOLISMOKES6+13, 
015537-044601,28.905389,-4.767050,0.703,-99.,0.72,-99.00,-99.,19.62,-99.00,HSC,GG,,B,,,HOLISMOKES8, 
015541-033105,28.922700,-3.518000,-99.,-99.,0.57,-99.00,-99.,19.61,-99.00,Serend,GG,V,C,,,SuGOHI5, 
015543-043630,28.931659,-4.608362,0.713,-99.,-99.00,-99.00,-99.,20.01,23.73,BOSS,GG,Y,C,,,SuGOHI2, 
015553-060709,28.971010,-6.119210,-99.,-99.,-99.00,-99.00,-99.,-99.,-99.00,PDR2,GG,CNN,C,,,SuGOHI10, 
015554-063018,28.977045,-6.505274,0.534,0.799,-99.00,-99.00,-99.,18.35,22.27,BOSS PDR2,GG,YECN,C,,,SuGOHI1 SuGOHI10, 
015559-051334,28.998651,-5.226337,0.534,-99.,-99.00,-99.00,-99.,19.58,23.25,BOSS,GG,Y,C,,,SuGOHI2, 
015608-055610,29.037358,-5.936280,0.659,-99.,-99.00,-99.00,-99.,19.41,21.28,BOSS,GG,Y,C,,,SuGOHI1, 
015613-062459,29.055830,-6.416470,-99.,-99.,-99.00,-99.00,-99.,-99.,-99.00,PDR2,GG,CNN,C,,,SuGOHI10, 
015618-010747,29.075537,-1.129772,0.542,1.167,-99.00,-99.00,0.84,18.78,23.22,BOSS HSC,GG,Y,A,,,SuGOHI2 SuGOHI3 HOLISMOKES8, 
015622-061416,29.092748,-6.237937,-99.,-99.,0.40,-99.00,-99.,18.70,-99.00,HSC,GG,,B,,,HOLISMOKES8, 
015628-040018,29.117345,-4.005110,-99.,-99.,0.68,-99.00,-99.,20.36,-99.00,Mizuki PDR2,GG,VCN,C,,,SuGOHI6 SuGOHI10, 
015633-022520,29.138870,-2.422360,-99.,-99.,-99.00,-99.00,-99.,-99.,-99.00,PDR2,GG,CNN,C,,,SuGOHI10, 
015635-042442,29.149170,-4.411711,0.360,-99.,-99.00,-99.00,-99.,17.21,21.64,BOSS,GG,Y,C,,,SuGOHI1, 
015641-020202,29.171027,-2.034148,-99.,-99.,0.35,-99.00,-99.,18.92,-99.00,Mizuki,GG,V,C,,,SuGOHI6, 
015644-055836,29.187170,-5.976750,-99.,-99.,-99.00,-99.00,-99.,-99.,-99.00,PDR2,GG,CNN,C,,,SuGOHI10, 
015647-045728,29.198754,-4.958028,0.561,-99.,-99.00,-99.00,-99.,19.39,23.18,BOSS,CNN,YG,B,,,SuGOHI1 HOLISMOKES6+13, 
015651-031428,29.215810,-3.241370,-99.,-99.,-99.00,-99.00,-99.,-99.,-99.00,PDR2,GG,CNN,C,,,SuGOHI10, 
015654-042425,29.226300,-4.407000,-99.,-99.,0.12,-99.00,-99.,15.56,-99.00,CamRW,CG,V,B,,,SuGOHI5, 
015656-001838,29.235500,-0.310700,-99.,-99.,0.46,-99.00,-99.,-99.,-99.00,Serend,GG,V,C,,,SuGOHI5, 
015657-053141,29.241073,-5.528088,-99.,-99.,0.65,-99.00,-99.,20.47,-99.00,Mizuki,GG,V,C,,,SuGOHI6, 
015700-040107,29.252020,-4.018720,-99.,-99.,-99.00,-99.00,-99.,-99.,-99.00,PDR2,GG,CNN,C,,,SuGOHI10, 
015702-053436,29.259980,-5.576690,0.319,-99.,-99.00,-99.00,-99.,-99.,-99.00,PDR2,GG,CNN,B,,,SuGOHI10, 
015706-012225,29.278900,-1.373600,0.302,-99.,0.52,1.19,-99.,17.88,20.55,Serend,GG,V,C,,,SuGOHI5, 
015713-045446,29.308090,-4.913040,0.774,-99.,-99.00,-99.00,-99.,-99.,-99.00,PDR2,GG,CNN,B,,,SuGOHI10, 
015715-000718,29.316600,-0.121600,0.388,-99.,0.35,-99.00,-99.,-99.,-99.00,RW,CG,V,C,,,SuGOHI5, 
015716-051513,29.318500,-5.253700,0.560,-99.,0.53,1.73,-99.,19.09,25.98,Cam HSC,CG,V,B,,,SuGOHI5 HOLISMOKES8, 
015718-023336,29.327270,-2.560120,-99.,-99.,-99.00,-99.00,-99.,-99.,-99.00,PDR2,GG,CNN,C,,,SuGOHI10, 
015719-050039,29.332600,-5.010900,0.258,-99.,0.28,-99.00,-99.,18.22,-99.00,CamRW PDR2 HSC,GG,VCN,B,,,SuGOHI5 SuGOHI10 HOLISMOKES8, 
015721-062937,29.339310,-6.493730,-99.,-99.,-99.00,-99.00,-99.,-99.,-99.00,PDR2,GG,CNN,C,,,SuGOHI10, 
015723-005435,29.347401,-0.909728,-99.,-99.,0.53,-99.00,-99.,21.02,-99.00,HSC,GG,,B,,,HOLISMOKES8, 
015727-022657,29.364907,-2.449311,-99.,-99.,0.75,-99.00,-99.,20.64,-99.00,Mizuki,GG,V,C,,,SuGOHI6, 
015728-031400,29.368790,-3.233415,0.375,-99.,-99.00,-99.00,-99.,17.94,21.67,BOSS Mizuki,GG,YCV,C,,,SuGOHI1 SuGOHI6, 
015728-051639,29.368600,-5.277700,0.556,-99.,0.59,1.61,-99.,20.30,23.41,Cam,CG,V,C,,,SuGOHI5, 
015729-052755,29.373090,-5.465440,-99.,-99.,-99.00,-99.00,-99.,-99.,-99.00,PDR2,GG,CNN,C,,,SuGOHI10, 
015731-021503,29.381090,-2.250910,0.683,-99.,-99.00,-99.00,-99.,20.68,-99.00,PDR2 HSC,GG,CNN,B,,,SuGOHI10 HOLISMOKES8, 
